date,category,title,amount
2019-01-07,,Pagamento recebido,-217.84
2019-01-10,transporte,Camila Milena Silva Fa,2.5
2019-01-10,transporte,Uber do Brasil Tecnolo,12.37
2019-01-10,transporte,Uber do Brasil Tecnolo,13.56
2019-01-10,transporte,Uber do Brasil Tecnolo,3
2019-01-10,restaurante,Stop Chic Cafeteria,23
2019-01-10,restaurante,la Cazza Pizzaria Lanc,46.5
2019-01-22,transporte,Uber do Brasil Tecnolo,24.86
